Date,Company,ISIN,Ri (%),Rf (%),Size,Value,ESG Score,ESGC Score
2020-01-31,American Tower Corp,US03027X1000,,1.55,,,71.16873041,100
2020-01-31,Elevance Health Inc,US0367521038,,1.55,,,84.9742886,100
2020-01-31,Sherwin-Williams Co,US8243481061,,1.55,,,74.93457788,92
2020-01-31,Parker-Hannifin Corp,US7010941042,,1.55,,,56.07140763,34.61538462
2020-01-31,Fortinet Inc,US34959E1091,,1.55,,,43.42772068,88.98305085
2020-01-31,Aon PLC,IE00BLP1HW54,,1.55,,,49.93153172,100
2020-01-31,Mondelez International Inc,US6092071058,,1.55,,,78.40300141,73.61111111
2020-01-31,Arthur J. Gallagher & Co.,US3635761097,,1.55,,,53.58296841,100
2020-01-31,Cintas Corp,US1729081059,,1.55,,,60.45206515,100
2020-01-31,Cigna Group,US1255231003,,1.55,,,67.0595236,92.85714286
2020-01-31,Amphenol Corp,US0320951017,,1.55,,,64.30627618,100
2020-01-31,CVS Health Corp,US1266501006,,1.55,,,80.79983986,30
2020-01-31,Trane Technologies PLC,IE00BK9ZQ967,,1.55,,,77.42887096,100
2020-01-31,3M Co,US88579Y1010,,1.55,,,89.86401092,55
2020-01-31,HCA Healthcare Inc,US40412C1018,,1.55,,,57.01908811,100
2020-01-31,Illinois Tool Works Inc,US4523081093,,1.55,,,52.18006314,100
2020-01-31,Regeneron Pharmaceuticals Inc,US75886F1075,,1.55,,,73.0307518,83.33333333
2020-01-31,Marriott International Inc,US5719032022,,1.55,,,73.8910992,15.78947368
2020-01-31,Capital One Financial Corp,US14040H1059,,1.55,,,79.19118558,33.33333333
2020-01-31,O'Reilly Automotive Inc,US67103H1077,,1.55,,,47.03443032,100
2020-01-31,Mckesson Corp,US58155Q1031,,1.55,,,58.84568381,94.56521739
2020-01-31,Ecolab Inc,US2788651006,,1.55,,,67.50954833,100
2020-01-31,EOG Resources Inc,US26875P1012,,1.55,,,50.751618,100
2020-01-31,PNC Financial Services Group Inc,US6934751057,,1.55,,,72.75817765,100
2020-01-31,PayPal Holdings Inc,US70450Y1038,,1.55,,,64.46913689,78.33333333
2020-01-31,Synopsys Inc,US8716071076,,1.55,,,45.64830189,88.46153846
2020-01-31,Colgate-Palmolive Co,US1941621039,,1.55,,,86.95996496,100
2020-01-31,TransDigm Group Inc,US8936411003,,1.55,,,38.17826614,100
2020-01-31,Republic Services Inc,US7607591002,,1.55,,,71.80660126,55
2020-01-31,Zoetis Inc,US98978V1035,,1.55,,,59.11764209,100
2020-01-31,US Bancorp,US9029733048,,1.55,,,55.78865621,94.94949495
2020-01-31,Cadence Design Systems Inc,US1273871087,,1.55,,,74.04583731,100
2020-01-31,Motorola Solutions Inc,US6200763075,,1.55,,,78.39650232,90.90909091
2020-01-31,Williams Companies Inc,US9694571004,,1.55,,,75.72026465,90
2020-01-31,Chipotle Mexican Grill Inc,US1696561059,,1.55,,,46.245451,10.86956522
2020-01-31,Air Products and Chemicals Inc,US0091581068,,1.55,,,85.40355097,100
2020-01-31,Emerson Electric Co,US2910111044,,1.55,,,68.81001465,100
2020-01-31,General Dynamics Corp,US3695501086,,1.55,,,63.2820987,100
2020-01-31,Becton Dickinson and Co,US0758871091,,1.55,,,75.88852781,100
2020-01-31,Northrop Grumman Corp,US6668071029,,1.55,,,76.47984194,83.33333333
2020-01-31,ONEOK Inc,US6826801036,,1.55,,,62.2963725,100
2020-01-31,Royal Caribbean Cruises Ltd,LR0008862868,,1.55,,,71.62374895,93.75
2020-01-31,Bank of New York Mellon Corp,US0640581007,,1.55,,,74.6694731,53.84615385
2020-01-31,Hilton Worldwide Holdings Inc,US43300A2033,,1.55,,,75.58484578,94.73684211
2020-01-31,CSX Corp,US1264081035,,1.55,,,56.65147731,100
2020-01-31,Roper Technologies Inc,US7766961061,,1.55,,,65.05994481,92.70833333
2020-01-31,Autodesk Inc,US0527691069,,1.55,,,81.58496327,100
2020-01-31,FedEx Corp,US31428X1063,,1.55,,,76.92844018,35.29411765
2020-01-31,Truist Financial Corp,US89832Q1094,,1.55,,,58.95323547,45.45454545
2020-01-31,Simon Property Group Inc,US8288061091,,1.55,,,67.413149,100
2020-01-31,Kinder Morgan Inc,US49456B1017,,1.55,,,85.79449732,100
2020-01-31,Target Corp,US87612E1064,,1.55,,,NULL,NULL
2020-01-31,Schlumberger NV,AN8068571086,,1.55,,,71.42482878,90
2020-01-31,Autozone Inc,US0533321024,,1.55,,,55.68160156,100
2020-01-31,Johnson Controls International PLC,IE00BY7QL619,,1.55,,,89.14463858,100
2020-01-31,Aflac Inc,US0010551028,,1.55,,,59.14344718,100
2020-01-31,American Electric Power Company Inc,US0255371017,,1.55,,,61.8604509,100
2020-01-31,Norfolk Southern Corp,US6558441084,,1.55,,,65.66157828,85.29411765
2020-01-31,Digital Realty Trust Inc,US2538681030,,1.55,,,72.87035674,87.5
2020-01-31,MetLife Inc,US59156R1086,,1.55,,,55.66794503,18
2020-01-31,Sempra,US8168511090,,1.55,,,73.01802714,41.66666667
2020-01-31,Paccar Inc,US6937181088,,1.55,,,63.73823999,100
2020-01-31,Copart Inc,US2172041061,,1.55,,,41.91053681,100
2020-01-31,Travelers Companies Inc,US89417E1091,,1.55,,,69.59153596,100
2020-01-31,Paychex Inc,US7043261079,,1.55,,,44.61590209,100
2020-01-31,Public Storage,US74460D1090,,1.55,,,64.150616,100
2020-01-31,Freeport-McMoRan Inc,US35671D8570,,1.55,,,84.06316517,100
2020-01-31,Howmet Aerospace Inc,US4432011082,,1.55,,,56.85042135,100
2020-01-31,Phillips 66,US7185461040,,1.55,,,67.40119774,87.23404255
2020-01-31,Monster Beverage Corp,US61174X1090,,1.55,,,33.83107777,100
2020-01-31,Charter Communications Inc,US16119P1084,,1.55,,,23.80626547,76.25
2020-01-31,Newmont Corporation,US6516391066,,1.55,,,85.89260635,100
2020-01-31,Ameriprise Financial Inc,US03076C1062,,1.55,,,67.67605966,100
2020-01-31,Cummins Inc,US2310211063,,1.55,,,70.47905409,100
2020-01-31,Realty Income Corp,US7561091049,,1.55,,,67.86489505,100
2020-01-31,Allstate Corp,US0200021014,,1.55,,,69.69767108,100
2020-01-31,Discover Financial Services,US2547091080,,1.55,,,62.30683226,100
2020-01-31,WW Grainger Inc,US3848021040,,1.55,,,74.24883691,100
2020-01-31,Marathon Petroleum Corp,US56585A1025,,1.55,,,64.44366479,100
2020-01-31,Dominion Energy Inc,US25746U1097,,1.55,,,81.86346965,88.88888889
2020-01-31,Occidental Petroleum Corp,US6745991058,,1.55,,,77.63053651,69.14893617
2020-01-31,Kroger Co,US5010441013,,1.55,,,NULL,NULL
2020-01-31,Cencora Inc,US03073E1055,,1.55,,,68.70765328,19.23076923
2020-01-31,Nasdaq Inc,US6311031081,,1.55,,,74.21964056,91.66666667
2020-01-31,Kimberly-Clark Corp,US4943681035,,1.55,,,69.85544654,72.72727273
2020-01-31,TE Connectivity PLC,IE000IVNQZ81,,1.55,,,67.68995601,100
2020-01-31,General Motors Co,US37045V1008,,1.55,,,85.93679326,52.94117647
2020-01-31,Hess Corp,US42809H1077,,1.55,,,75.69412274,100
2020-01-31,Diamondback Energy Inc,US25278X1090,,1.55,,,34.38203608,100
2020-01-31,American International Group Inc,US0268747849,,1.55,,,63.63582883,100
2020-01-31,Baker Hughes Co,US05722G1004,,1.55,,,81.92085327,90
2020-01-31,Ross Stores Inc,US7782961038,,1.55,,,NULL,NULL
2020-01-31,MSCI Inc,US55354G1004,,1.55,,,55.73933801,100
2020-01-31,Corning Inc,US2193501051,,1.55,,,53.14805497,100
2020-01-31,Exelon Corp,US30161N1019,,1.55,,,63.40947394,66.66666667
2020-01-31,Garmin Ltd,CH0114405324,,1.55,,,61.45715456,100
2020-01-31,Edwards Lifesciences Corp,US28176E1082,,1.55,,,64.97621223,35
2020-01-31,United Rentals Inc,US9113631090,,1.55,,,71.43512035,100
2020-01-31,Corteva Inc,US22052L1044,,1.55,,,36.8471205,100
2020-01-31,AMETEK Inc,US0311001004,,1.55,,,26.28453227,100
2020-01-31,Fastenal Co,US3119001044,,1.55,,,33.5698386,86.53846154
2020-01-31,Valero Energy Corp,US91913Y1001,,1.55,,,52.54236707,42.55319149
2020-01-31,Cognizant Technology Solutions Corp,US1924461023,,1.55,,,57.04823534,21.875
2020-01-31,Public Service Enterprise Group Inc,US7445731067,,1.55,,,68.62120587,100
2020-01-31,Verisk Analytics Inc,US92345Y1064,,1.55,,,65.28145477,100
2020-01-31,Yum! Brands Inc,US9884981013,,1.55,,,83.07741655,100
2020-01-31,CBRE Group Inc,US12504L1098,,1.55,,,88.53661456,100
2020-01-31,Xcel Energy Inc,US98389B1008,,1.55,,,87.66149259,100
2020-01-31,Crown Castle Inc,US22822V1017,,1.55,,,64.54644242,100
2020-01-31,Quanta Services Inc,US74762E1029,,1.55,,,48.74342785,100
2020-01-31,DR Horton Inc,US23331A1097,,1.55,,,37.9957512,100
2020-01-31,Prudential Financial Inc,US7443201022,,1.55,,,67.68872064,88
2020-01-31,Delta Air Lines Inc,US2473617023,,1.55,,,67.36290996,62
2020-01-31,Agilent Technologies Inc,US00846U1016,,1.55,,,87.90443727,80
2020-01-31,Old Dominion Freight Line Inc,US6795801009,,1.55,,,37.52743562,100
2020-01-31,Gartner Inc,US3666511072,,1.55,,,64.30259423,100
2020-01-31,L3Harris Technologies Inc,US5024311095,,1.55,,,47.80383991,100
2020-01-31,Take-Two Interactive Software Inc,US8740541094,,1.55,,,48.27687965,100
2020-01-31,Kraft Heinz Co,US5007541064,,1.55,,,54.80530845,89.65517241
2020-01-31,Fidelity National Information Services Inc,US31620M1062,,1.55,,,63.61077996,100
2020-01-31,IDEXX Laboratories Inc,US45168D1046,,1.55,,,56.20779065,100
2020-01-31,Ford Motor Co,US3453708600,,1.55,,,78.43130333,15
2020-01-31,Entergy Corp,US29364G1031,,1.55,,,62.43615404,100
2020-01-31,Sysco Corp,US8718291078,,1.55,,,72.19396322,100
2020-01-31,Hershey Co,US4278661081,,1.55,,,76.38717268,100
2020-01-31,Live Nation Entertainment Inc,US5380341090,,1.55,,,47.46065584,63.04347826
2020-01-31,Consolidated Edison Inc,US2091151041,,1.55,,,55.61465675,66.66666667
2020-01-31,Dupont De Nemours Inc,US26614N1028,,1.55,,,53.51393436,90.74074074
2020-01-31,Electronic Arts Inc,US2855121099,,1.55,,,54.76089183,100
2020-01-31,Resmed Inc,US7611521078,,1.55,,,67.24532103,88.46153846
2020-01-31,IQVIA Holdings Inc,US46266C1053,,1.55,,,61.344294,100
2020-01-31,General Mills Inc,US3703341046,,1.55,,,74.96022279,12.5
2020-01-31,Vulcan Materials Co,US9291601097,,1.55,,,46.68323165,100
2020-01-31,Rockwell Automation Inc,US7739031091,,1.55,,,43.78753517,100
2020-01-31,eBay Inc,US2786421030,,1.55,,,59.29275507,44.79166667
2020-01-31,WEC Energy Group Inc,US92939U1060,,1.55,,,68.59847366,100
2020-01-31,Extra Space Storage Inc,US30225T1025,,1.55,,,33.24953056,100
2020-01-31,Microchip Technology Inc,US5950171042,,1.55,,,62.3799163,100
2020-01-31,Willis Towers Watson PLC,IE00BDB6Q211,,1.55,,,49.46460442,100
2020-01-31,HP Inc,US40434L1052,,1.55,,,78.31063425,100
2020-01-31,Lennar Corp,US5260571048,,1.55,,,32.73523647,100
2020-01-31,Hartford Insurance Group Inc,US4165151048,,1.55,,,73.58632275,100
2020-01-31,M&T Bank Corp,US55261F1049,,1.55,,,54.66581606,100
2020-01-31,Constellation Brands Inc,US21036P1084,,1.55,,,43.08462007,100
2020-01-31,Nucor Corp,US6703461052,,1.55,,,57.98219317,100
2020-01-31,Westinghouse Air Brake Technologies Corp,US9297401088,,1.55,,,40.75069428,100
2020-01-31,United Airlines Holdings Inc,US9100471096,,1.55,,,58.47591757,78
2020-01-31,Las Vegas Sands Corp,US5178341070,,1.55,,,59.96008806,100
2020-01-31,AvalonBay Communities Inc,US0534841012,,1.55,,,73.77969636,100
2020-01-31,Raymond James Financial Inc,US7547301090,,1.55,,,52.83494646,100
2020-01-31,Xylem Inc,US98419M1009,,1.55,,,77.06972151,100
2020-01-31,Humana Inc,US4448591028,,1.55,,,86.94775401,100
2020-01-31,Cardinal Health Inc,US14149Y1082,,1.55,,,41.62001208,40.2173913
2020-01-31,Keysight Technologies Inc,US49338L1035,,1.55,,,74.90608941,100
2020-01-31,Carnival Corp,PA1436583006,,1.55,,,82.71658094,43.75
2020-01-31,Tractor Supply Co,US8923561067,,1.55,,,72.5766526,100
2020-01-31,Martin Marietta Materials Inc,US5732841060,,1.55,,,41.07336452,100
2020-01-31,Equifax Inc,US2944291051,,1.55,,,33.57636402,8.333333333
2020-01-31,ANSYS Inc,US03662Q1058,,1.55,,,58.09851923,100
2020-01-31,International Paper Co,US4601461035,,1.55,,,69.25711582,100
2020-01-31,Ventas Inc,US92276F1003,,1.55,,,84.35400159,100
2020-01-31,Fifth Third Bancorp,US3167731005,,1.55,,,65.72242034,100
2020-01-31,Centene Corp,US15135B1017,,1.55,,,44.38583911,100
2020-01-31,Kellanova,US4878361082,,1.55,,,77.45141781,100
2020-01-31,State Street Corp,US8574771031,,1.55,,,85.96574619,76.66666667
2020-01-31,Dow Inc,US2605571031,,1.55,,,80.29309327,44
2020-01-31,Hewlett Packard Enterprise Co,US42824C1099,,1.55,,,66.72357627,100
2020-01-31,Broadridge Financial Solutions Inc,US11133T1034,,1.55,,,42.81219382,100
2020-01-31,Dover Corp,US2600031080,,1.55,,,61.06502005,100
2020-01-31,DTE Energy Co,US2333311072,,1.55,,,77.16315045,100
2020-01-31,Fortive Corp,US34959J1088,,1.55,,,45.17140257,100
2020-01-31,Equity Residential,US29476L1070,,1.55,,,67.19081791,100
2020-01-31,Iron Mountain Inc,US46284V1017,,1.55,,,76.35753856,100
2020-01-31,Mettler-Toledo International Inc,US5926881054,,1.55,,,63.02085969,100
2020-01-31,Ameren Corp,US0236081024,,1.55,,,45.676591,100
2020-01-31,Warner Bros Discovery Inc,US9344231041,,1.55,,,49.96892083,100
2020-01-31,PPG Industries Inc,US6935061076,,1.55,,,78.90934862,100
2020-01-31,Church & Dwight Co Inc,US1713401024,,1.55,,,57.70791564,100
2020-01-31,American Water Works Company Inc,US0304201033,,1.55,,,71.36023881,100
2020-01-31,Estee Lauder Companies Inc,US5184391044,,1.55,,,61.31636473,40.90909091
2020-01-31,PPL Corp,US69351T1060,,1.55,,,56.33540616,100
2020-01-31,Global Payments Inc,US37940X1028,,1.55,,,24.65993516,100
2020-01-31,Corpay Inc,US2199481068,,1.55,,,14.49204868,100
2020-01-31,Expedia Group Inc,US30212P3038,,1.55,,,26.49184517,53.75
2020-01-31,NetApp Inc,US64110D1046,,1.55,,,58.2551736,100
2020-01-31,LyondellBasell Industries NV,NL0009434992,,1.55,,,53.29219165,100
2020-01-31,Fox Corp,US35137L1052,,1.55,,,NULL,NULL
2020-01-31,Fox Corp,US35137L2043,,1.55,,,NULL,NULL
2020-01-31,Rollins Inc,US7757111049,,1.55,,,25.95145194,100
2020-01-31,CDW Corp,US12514G1085,,1.55,,,44.7288325,100
2020-01-31,FirstEnergy Corp,US3379321074,,1.55,,,68.77305435,100
2020-01-31,Devon Energy Corp,US25179M1036,,1.55,,,53.80288542,100
2020-01-31,Western Digital Corp,US9581021055,,1.55,,,42.39302984,100
2020-01-31,Synchrony Financial,US87165B1035,,1.55,,,60.89660033,100
2020-01-31,Atmos Energy Corp,US0495601058,,1.55,,,30.40636008,100
2020-01-31,T Rowe Price Group Inc,US74144T1088,,1.55,,,67.71339372,100
2020-01-31,Huntington Bancshares Inc,US4461501045,,1.55,,,80.30813399,100
2020-01-31,Eversource Energy,US30040W1080,,1.55,,,73.8559471,100
2020-01-31,W R Berkley Corp,US0844231029,,1.55,,,49.01097501,100
2020-01-31,Archer-Daniels-Midland Co,US0394831020,,1.55,,,80.82669178,73.61111111
2020-01-31,SBA Communications Corp,US78410G1040,,1.55,,,55.81717934,100
2020-01-31,Halliburton Co,US4062161017,,1.55,,,86.89916183,100
2020-01-31,Darden Restaurants Inc,US2371941053,,1.55,,,55.96843401,93.75
2020-01-31,CenterPoint Energy Inc,US15189T1079,,1.55,,,42.04794797,100
2020-01-31,Waters Corp,US9418481035,,1.55,,,68.95151017,100
2020-01-31,Northern Trust Corp,US6658591044,,1.55,,,53.59698974,100
2020-01-31,Cboe Global Markets Inc,US12503M1080,,1.55,,,46.53936243,76.66666667
2020-01-31,"VeriSign, Inc",US92343E1029,,1.55,,,46.06566326,100
2020-01-31,STERIS plc,IE00BFY8C754,,1.55,,,NULL,NULL
2020-01-31,Weyerhaeuser Co,US9621661043,,1.55,,,72.45133156,100
2020-01-31,Tyson Foods Inc,US9024941034,,1.55,,,58.07796211,41.07142857
2020-01-31,McCormick & Company Inc,US5797802064,,1.55,,,64.72268648,89.28571429
2020-01-31,NRG Energy Inc,US6293775085,,1.55,,,75.86896207,100
2020-01-31,CMS Energy Corp,US1258961002,,1.55,,,56.90435148,100
2020-01-31,Seagate Technology Holdings PLC,IE00BKVD2N49,,1.55,,,59.45240651,100
2020-01-31,NVR Inc,US62944T1051,,1.55,,,25.20614399,100
2020-01-31,Regions Financial Corp,US7591EP1005,,1.55,,,63.56247865,100
2020-01-31,Cincinnati Financial Corp,US1720621010,,1.55,,,50.93449115,100
2020-01-31,Pultegroup Inc,US7458671010,,1.55,,,44.85266497,100
2020-01-31,Zimmer Biomet Holdings Inc,US98956P1021,,1.55,,,53.49631752,100
2020-01-31,Labcorp Holdings Inc,US5049221055,,1.55,,,63.60829836,100
2020-01-31,Coterra Energy Inc,US1270971039,,1.55,,,29.42106758,100
2020-01-31,Biogen Inc,US09062X1037,,1.55,,,79.86932153,100
2020-01-31,International Flavors & Fragrances Inc,US4595061015,,1.55,,,86.76866799,100
2020-01-31,Edison International,US2810201077,,1.55,,,83.26486425,47.22222222
2020-01-31,Citizens Financial Group Inc,US1746101054,,1.55,,,57.67347391,100
2020-01-31,Clorox Co,US1890541097,,1.55,,,66.53348877,100
2020-01-31,Best Buy Co Inc,US0865161014,,1.55,,,NULL,NULL
2020-01-31,Quest Diagnostics Inc,US74834L1008,,1.55,,,69.79433615,100
2020-01-31,Principal Financial Group Inc,US74251V1026,,1.55,,,63.19223275,100
2020-01-31,Essex Property Trust Inc,US2971781057,,1.55,,,64.86139304,100
2020-01-31,NiSource Inc,US65473P1057,,1.55,,,65.27553024,41.66666667
2020-01-31,Mid-America Apartment Communities Inc,US59522J1034,,1.55,,,58.15038687,100
2020-01-31,KeyCorp,US4932671088,,1.55,,,68.48930093,94.94949495
2020-01-31,Packaging Corp of America,US6951561090,,1.55,,,56.23236456,100
2020-01-31,Cooper Companies Inc,US2166485019,,1.55,,,48.66504233,100
2020-01-31,Southwest Airlines Co,US8447411088,,1.55,,,65.51840578,50
2020-01-31,Loews Corp,US5404241086,,1.55,,,46.17339817,100
2020-01-31,Snap-On Inc,US8330341012,,1.55,,,38.72288336,100
2020-01-31,Tapestry Inc,US8760301072,,1.55,,,63.24745004,100
2020-01-31,Baxter International Inc,US0718131099,,1.55,,,86.28397637,100
2020-01-31,Ralph Lauren Corp,US7512121010,,1.55,,,58.57926279,100
